State Code,State Name,Year,Month,Intra_State_No_Of_Suppliers,Intra_State_No_Of_Eway_Bills,Intra_State_Asset_Value_Rs._In_Cr,Inter_State_Outward_No_Of_Suppliers,Inter_State_Outward_No_Of_Eway_Bills,Inter_State_Outward_Asset_Value_Rs_ In_Cr,Inter_State_Inward_No_Of_Suppliers,Inter_State_Inward_No_Of_Eway_Bills,Inter_State_Inward_Asset_Value_Rs._In_Cr
14,MANIPUR,2022,9,132,4542,12239,166,1311,5938,3112,48694,100024
15,MIZORAM,2022,9,69,1511,2329,87,456,3652,2122,31078,55810
16,TRIPURA,2022,9,1572,39981,75970,497,3246,27749,4781,45516,109692
17,MEGHALAYA,2022,9,431,17611,38755,513,30525,78528,3911,52869,114263
18,ASSAM,2022,9,13823,571448,1085951,10940,231872,852008,28889,422779,1310787
19,WEST BENGAL,2022,9,49536,2317225,5966503,45999,1142572,4545316,68185,1302401,5192780
20,JHARKHAND,2022,9,10042,576820,1448406,8132,219824,1690817,29052,472125,1805358
21,ODISHA,2022,9,16637,997976,2336376,7047,267219,2875647,35493,495125,2419491
22,CHHATTISGARH,2022,9,6085,292539,964570,8546,183275,1596659,26455,450145,1904362
23,MADHYA PRADESH,2022,9,24735,926201,1854742,22504,546491,2557281,77927,1032613,3432544
24,GUJARAT,2022,9,161496,4862390,13751749,142381,4906020,14156156,149751,2205027,10763574
25,DAMAN AND DIU,2022,9,0,0,0,3,10,8,15,47,269
26,DADRA AND NAGAR HAVELI,2022,9,2973,128761,544964,3878,467683,1909303,5554,195870,1543611
27,MAHARASHTRA,2022,9,150721,8198741,18917277,118960,4826805,16563858,216135,3489751,16482934
29,KARNATAKA,2022,9,110211,5351846,9554802,55525,2411034,7421422,121176,2302708,8610554
30,GOA,2022,9,1900,100112,225134,1763,71112,540276,7922,123952,484548
31,LAKSHADWEEP,2022,9,0,0,0,1,1,2,42,269,585
32,KERALA,2022,9,44188,1677379,2348292,16498,182667,905660,54881,670540,1901816
33,TAMIL NADU,2022,9,105918,5869229,11579718,74517,2466016,9805395,125731,2650972,9836629
34,PUDUCHERRY,2022,9,1127,48474,192576,2025,122473,455841,5927,132530,390808
35,ANDAMAN AND NICOBAR,2022,9,53,1760,2836,93,421,4957,1137,14098,28804
36,TELANGANA,2022,9,45311,2482904,4470024,33192,854402,3499549,69096,1462652,4938125
37,ANDHRA PRADESH,2022,9,35260,1994584,3556685,22268,507581,4290812,74684,1043448,4194318
38,LADAKH,2022,9,102,1642,3599,71,371,2817,1527,17512,57504
97,Other Territory,2022,9,7,112,61130,33,2658,75991,380,9808,261233
1,JAMMU AND KASHMIR,2022,8,6659,240884,406268,3617,44896,345181,19550,207941,697225
2,HIMACHAL PRADESH,2022,8,8842,310101,674624,5607,288359,1345024,22578,349331,1172250
3,PUNJAB,2022,8,67681,1948329,4931487,51268,1070023,3396733,71147,1016253,3551687
4,CHANDIGARH,2022,8,2281,28425,46245,5228,89155,183702,8728,138902,301486
5,UTTARAKHAND,2022,8,13427,678127,1141383,9205,390823,2077844,27204,522135,1684000
6,HARYANA,2022,8,73812,3237646,6182147,65850,3667154,8456863,103891,2206970,8607095
7,DELHI,2022,8,72080,1131368,3615560,128128,1900201,4876442,130014,1976815,5825453
8,RAJASTHAN,2022,8,57969,1485553,3814954,51551,1405270,4269618,98099,1384372,5366070
9,UTTAR PRADESH,2022,8,126130,3901351,8467919,86960,1769146,7406717,186453,2499604,9460981
10,BIHAR,2022,8,8880,574181,1114022,8207,94600,371007,56449,724610,1950581
11,SIKKIM,2022,8,154,10274,22792,195,7618,329522,1952,38910,117560
12,ARUNACHAL PRADESH,2022,8,229,3763,8942,232,1955,10326,3422,39492,78525
13,NAGALAND,2022,8,162,2007,7363,324,4956,17048,2657,39330,64959
14,MANIPUR,2022,8,136,4742,11691,171,1129,4535,2958,47147,97224
15,MIZORAM,2022,8,49,1992,2971,92,494,3875,2090,31773,53485
16,TRIPURA,2022,8,1536,41208,78409,502,3522,32677,4869,50014,111970
17,MEGHALAYA,2022,8,417,17133,35308,486,33368,79403,3807,51288,119242
18,ASSAM,2022,8,13449,548176,1059238,10597,230153,826389,28491,410488,1298827
19,WEST BENGAL,2022,8,48794,2207127,5746024,43584,969876,4361563,68346,1341476,5335398
20,JHARKHAND,2022,8,9711,542602,1392874,7539,221237,1781577,27208,439832,1804064
21,ODISHA,2022,8,15968,901429,2146310,6782,243810,3171413,33264,430525,2124537
22,CHHATTISGARH,2022,8,5840,254585,883557,8146,162868,1587536,24728,418513,1734439
23,MADHYA PRADESH,2022,8,22921,841585,1705842,21181,492298,2465503,70795,894219,3211682
24,GUJARAT,2022,8,152826,4417096,12888713,136034,4203315,13801395,139443,1912493,11275692
25,DAMAN AND DIU,2022,8,0,0,0,1,1,1,19,51,143
26,DADRA AND NAGAR HAVELI,2022,8,2945,128203,535063,3823,453593,1870655,5387,187808,1546956
27,MAHARASHTRA,2022,8,147484,7929184,18393307,116269,4350992,15822102,206502,3175694,15932943
29,KARNATAKA,2022,8,107385,4868747,8767690,54328,2185853,6753263,118259,2095236,8222818
30,GOA,2022,8,1923,102546,193824,1713,68896,565445,7895,125128,468519
31,LAKSHADWEEP,2022,8,0,0,0,0,0,0,35,273,416
32,KERALA,2022,8,46499,1991134,2879449,16797,185319,929539,60291,867211,2326002
33,TAMIL NADU,2022,8,103815,5561871,11142807,74620,2507733,9295371,120327,2253200,9323837
34,PUDUCHERRY,2022,8,1117,46089,192192,1992,117096,394917,5790,121392,366724
35,ANDAMAN AND NICOBAR,2022,8,53,1965,4010,86,383,4586,1118,12363,27550
36,TELANGANA,2022,8,44161,2422627,4205918,32472,793655,3161781,66350,1337275,4740796
37,ANDHRA PRADESH,2022,8,34287,1889150,3374119,21431,475111,4168394,73652,1004438,4098332
38,LADAKH,2022,8,95,2084,3836,62,363,1706,1518,17592,45027
97,Other Territory,2022,8,7,71,8034,27,2470,77042,335,9841,292440
1,JAMMU AND KASHMIR,2022,7,6353,225502,394728,3452,43406,350152,19522,203864,720933
2,HIMACHAL PRADESH,2022,7,8914,313043,673806,5574,289426,1331423,22881,350892,1192785
3,PUNJAB,2022,7,64690,1828394,4613331,49017,966856,3279837,69406,941604,3421666
4,CHANDIGARH,2022,7,2302,28244,43854,5096,89470,179537,8622,131743,288766
5,UTTARAKHAND,2022,7,13094,638871,1096884,8702,354772,1862855,26041,503237,1639081
6,HARYANA,2022,7,72404,3269765,6213986,64995,3593723,8374684,102388,2218882,8118150
7,DELHI,2022,7,70769,1098207,3502456,125806,1794377,4759625,127570,1806209,5538625
8,RAJASTHAN,2022,7,58155,1493407,3748768,51582,1338710,4231447,98576,1356256,5157529
9,UTTAR PRADESH,2022,7,123376,3855972,8145496,83788,1648951,7053043,183651,2446790,8881667
10,BIHAR,2022,7,8699,583417,1140479,8291,95434,359565,54324,586077,1868710
11,SIKKIM,2022,7,150,9772,23804,188,7219,316467,1877,36025,118471
12,ARUNACHAL PRADESH,2022,7,209,3423,6231,230,1594,9080,3340,38876,78465
13,NAGALAND,2022,7,149,1781,7295,294,4553,15973,2631,38018,59482
14,MANIPUR,2022,7,120,4094,11505,146,1137,4362,2918,46191,86649
15,MIZORAM,2022,7,49,1066,2100,92,507,3922,2085,32445,55895
16,TRIPURA,2022,7,1497,36373,74707,487,3104,28843,4365,43148,106325
17,MEGHALAYA,2022,7,435,15646,34758,470,30103,71446,3671,47150,108019
18,ASSAM,2022,7,13091,520286,976313,10519,226571,760882,25504,333204,1118382
19,WEST BENGAL,2022,7,46689,2102146,5487972,41707,871268,4274421,66280,1195947,4922672
20,JHARKHAND,2022,7,9644,573416,1440048,7505,222986,1808858,26909,385642,1805454
21,ODISHA,2022,7,15910,926861,2263960,6906,231657,3002979,32571,404499,2139976
22,CHHATTISGARH,2022,7,5995,263003,883563,8018,167476,1663753,24921,400326,1715159
23,MADHYA PRADESH,2022,7,22742,905058,1827248,21348,477096,2496565,71739,944410,3270348
24,GUJARAT,2022,7,153736,4419092,13299694,135601,3914087,13722229,138973,1936831,11020086
25,DAMAN AND DIU,2022,7,0,0,0,2,4,4,22,56,174
26,DADRA AND NAGAR HAVELI,2022,7,2905,124950,530438,3788,430258,1829952,5299,184400,1567666
27,MAHARASHTRA,2022,7,144297,7619951,17675323,114760,4265113,15192881,201163,2983960,15779575
29,KARNATAKA,2022,7,106793,4800178,8521336,53944,2199936,6754426,116963,2058711,8195129
30,GOA,2022,7,1863,90369,179473,1678,67400,559666,7410,121168,709855
31,LAKSHADWEEP,2022,7,0,0,0,1,3,5,40,270,722
32,KERALA,2022,7,44362,1689973,2467943,16096,183290,872547,56900,802572,2157998
33,TAMIL NADU,2022,7,101192,5458408,10916116,73806,2452850,9411867,119483,2198250,9128705
34,PUDUCHERRY,2022,7,1086,46007,194904,2009,117125,413861,5713,119897,380333
35,ANDAMAN AND NICOBAR,2022,7,55,1974,3525,74,422,4404,1053,11060,25777
36,TELANGANA,2022,7,43685,2303623,4143503,32376,789810,3211381,65387,1322391,4750516
37,ANDHRA PRADESH,2022,7,34734,1824267,3342394,21419,476914,4242101,73859,1032669,4171940
38,LADAKH,2022,7,88,2130,4845,54,349,1683,1532,18047,51961
97,Other Territory,2022,7,7,86,6873,31,2394,73888,292,10483,247271
1,JAMMU AND KASHMIR,2022,6,6352,232953,396267,3629,45425,347748,20144,207648,714451
2,HIMACHAL PRADESH,2022,6,8990,320030,701436,5590,300755,1343393,23219,342418,1196297
3,PUNJAB,2022,6,64219,1777358,4467878,48298,919284,3248881,68713,909756,3388089
4,CHANDIGARH,2022,6,2239,28718,40625,5064,88872,173427,8489,127395,290732
5,UTTARAKHAND,2022,6,13195,667743,1221074,9081,377557,2058392,26902,526865,1742432
6,HARYANA,2022,6,72210,3102200,6022234,64524,3485810,8177025,102595,2076045,7870056
7,DELHI,2022,6,70011,1045889,3535581,125376,1700999,4611252,125771,1804536,5410798
8,RAJASTHAN,2022,6,59313,1519358,3972307,52119,1348932,4396769,100031,1341753,5405294
9,UTTAR PRADESH,2022,6,125470,3930106,8477951,85312,1659844,6938899,186844,2364650,8788497
10,BIHAR,2022,6,8619,576998,1172283,8230,95512,371274,55488,584322,1851155
11,SIKKIM,2022,6,137,9362,22399,182,6497,303994,1867,35333,116932
12,ARUNACHAL PRADESH,2022,6,220,3420,6772,247,1682,10382,3335,37969,73171
13,NAGALAND,2022,6,142,1725,5826,308,5158,17403,2622,35267,60183
14,MANIPUR,2022,6,119,4067,10824,150,1192,4580,2910,42574,86137
15,MIZORAM,2022,6,42,938,1798,84,353,3133,1956,25095,47938
16,TRIPURA,2022,6,1476,32181,72960,447,2843,27517,4084,33968,78813
17,MEGHALAYA,2022,6,387,13825,29496,455,25912,65857,3599,44980,99778
18,ASSAM,2022,6,12763,463678,875528,10361,210469,713892,25378,308588,1095792
19,WEST BENGAL,2022,6,47062,2032204,5343107,41741,838209,4112419,65097,1095565,4665393
20,JHARKHAND,2022,6,9755,555097,1418802,7974,226581,1705964,26485,373924,1801856
21,ODISHA,2022,6,15901,926107,2238416,6845,216745,3074598,33160,412504,2306478
22,CHHATTISGARH,2022,6,5907,282986,929031,8186,177148,1748377,24838,367325,1681828
23,MADHYA PRADESH,2022,6,23596,924369,1997013,21294,482090,2571027,72155,889409,3383708
24,GUJARAT,2022,6,155393,4443763,13685622,136455,3637812,13780737,139636,1878076,10590634
25,DAMAN AND DIU,2022,6,0,0,0,3,8,17,19,72,181
26,DADRA AND NAGAR HAVELI,2022,6,2936,124408,544314,3870,437265,1946473,5438,188667,1655998
27,MAHARASHTRA,2022,6,144639,7700017,18277689,114972,4055413,15451385,203272,2933921,15679524
29,KARNATAKA,2022,6,106112,4689991,8620904,53724,2063788,6777064,116578,1947031,7929280
30,GOA,2022,6,1843,96130,174975,1719,71356,563353,7572,120765,626841
31,LAKSHADWEEP,2022,6,0,0,0,4,4,33,43,419,589
32,KERALA,2022,6,44509,1765617,2474568,16363,190689,946174,57270,742250,2070476
33,TAMIL NADU,2022,6,98380,5221074,10581820,72233,2361696,9101595,118388,2145873,8924377
34,PUDUCHERRY,2022,6,1096,45863,207538,1950,116197,419254,5620,115465,372345
35,ANDAMAN AND NICOBAR,2022,6,46,1813,3239,79,272,3514,1078,10870,23224
36,TELANGANA,2022,6,44359,2286886,4246003,32663,773906,3368097,64402,1233920,5040848
37,ANDHRA PRADESH,2022,6,34450,1753337,3327585,21340,467792,4534001,71422,966011,3997985
38,LADAKH,2022,6,76,1818,3839,53,381,1663,1598,19496,56958
97,Other Territory,2022,6,6,50,804,35,2384,73285,286,10687,235850
1,JAMMU AND KASHMIR,2022,5,6224,225682,387615,3564,45628,344466,20000,220593,717705
2,HIMACHAL PRADESH,2022,5,8825,311443,697904,5572,298063,1316351,23456,341318,1224939
3,PUNJAB,2022,5,65841,1779499,4670496,48638,919344,3255065,70616,932301,3446767
4,CHANDIGARH,2022,5,2216,26527,41266,5100,87495,176106,8446,128791,279995
5,UTTARAKHAND,2022,5,13236,652420,1210151,9061,366348,2040725,27040,518118,1729248
6,HARYANA,2022,5,72953,3100061,6076332,64806,3498558,8252163,102998,1993915,7824190
7,DELHI,2022,5,69465,1018751,3538059,125540,1660969,4636469,125160,1829910,5519777
8,RAJASTHAN,2022,5,60247,1473130,4081543,52452,1398642,4563624,100805,1357365,5236513
9,UTTAR PRADESH,2022,5,125018,3959065,8731162,84206,1660675,6956755,193125,2536447,9136837
10,BIHAR,2022,5,8570,558495,1171198,7852,92141,376595,60323,782090,1963597
11,SIKKIM,2022,5,143,8317,19803,172,6253,302153,1915,36786,111242
12,ARUNACHAL PRADESH,2022,5,200,3175,6868,242,1663,10386,3465,38589,75753
13,NAGALAND,2022,5,143,1906,6631,294,5604,17853,2678,34355,59363
14,MANIPUR,2022,5,112,4212,11249,148,1216,9117,2912,41351,87540
15,MIZORAM,2022,5,47,1562,3091,89,354,4629,2070,29182,56342
16,TRIPURA,2022,5,1487,35220,71593,466,2884,28306,4350,38336,94908
17,MEGHALAYA,2022,5,404,16447,32429,632,34045,82532,3698,47730,108039
18,ASSAM,2022,5,13009,498810,915534,10485,214065,691240,25954,327690,1135067
19,WEST BENGAL,2022,5,46355,2005292,5437981,41216,848040,4116090,65371,1125746,5032122
20,JHARKHAND,2022,5,9969,582957,1438693,8375,240678,1773796,26989,431288,1858162
21,ODISHA,2022,5,16157,986697,2440288,6814,269247,3361413,34323,464407,2298448
22,CHHATTISGARH,2022,5,5985,278420,1006589,8174,181382,1954427,24599,371509,1740526
23,MADHYA PRADESH,2022,5,24080,863040,1936022,21276,475951,2554832,72819,912102,3368172
24,GUJARAT,2022,5,152872,4296793,13738385,135338,3928498,13927683,136753,1821579,9660590
25,DAMAN AND DIU,2022,5,0,0,0,5,9,15,15,49,95
26,DADRA AND NAGAR HAVELI,2022,5,2931,123369,557139,3794,432542,1913858,5319,184176,1554683
27,MAHARASHTRA,2022,5,142320,7420054,18297927,113872,3999804,15288853,201907,2924374,14770849
29,KARNATAKA,2022,5,103517,4459872,8183898,52293,2009990,6601971,114283,1873862,7728123
30,GOA,2022,5,1850,99950,189890,1694,70210,542360,7725,122034,499037
31,LAKSHADWEEP,2022,5,0,0,0,2,2,33,49,331,591
32,KERALA,2022,5,43887,1732551,2423337,15782,184700,942394,56031,697520,1935410
33,TAMIL NADU,2022,5,97143,5116362,10361767,72404,2322561,8873937,115620,2003208,8959451
34,PUDUCHERRY,2022,5,1102,46155,198599,1966,118643,393454,5548,113810,365448
35,ANDAMAN AND NICOBAR,2022,5,42,1816,3867,89,331,5212,1041,10446,24827
36,TELANGANA,2022,5,44468,2219750,4052965,32225,757028,3214279,63222,1196746,4569641
37,ANDHRA PRADESH,2022,5,34549,1651520,3080253,21349,455479,4053574,69753,939960,3849168
38,LADAKH,2022,5,76,1918,3366,49,310,1222,1657,18938,50466
97,Other Territory,2022,5,7,48,935,31,2276,110030,279,10292,208110
1,JAMMU AND KASHMIR,2022,4,6243,230962,407883,3434,43614,299181,20576,239641,735056
2,HIMACHAL PRADESH,2022,4,9043,305914,686447,5610,277976,1271864,24345,340930,1186886
3,PUNJAB,2022,4,66623,1797788,4847950,49077,964284,3312794,71745,983183,3489237
4,CHANDIGARH,2022,4,2237,29182,43599,5104,90888,179622,8642,131857,303336
5,UTTARAKHAND,2022,4,13194,646245,1186213,9003,354217,1944141,27796,513652,1716401
6,HARYANA,2022,4,72836,2960085,6109738,64660,3412979,8283080,104728,2068805,7945540
7,DELHI,2022,4,69940,1048493,3705166,127435,1817776,4988125,127556,1969519,5581501
8,RAJASTHAN,2022,4,62843,1559718,4685640,52851,1466862,4742593,105396,1500031,5880804
9,UTTAR PRADESH,2022,4,126569,4076488,9178010,85422,1755417,7302530,199390,2938647,9591328
10,BIHAR,2022,4,8598,536100,1159778,7938,95356,363132,63318,967926,2048000
11,SIKKIM,2022,4,145,7351,17493,183,6412,300289,1981,35575,111126
12,ARUNACHAL PRADESH,2022,4,196,3479,8140,239,1820,12444,3481,37574,76144
13,NAGALAND,2022,4,141,2887,8010,313,7136,21552,2680,34341,65465
14,MANIPUR,2022,4,108,5645,12009,151,903,5500,2975,43640,98046
15,MIZORAM,2022,4,58,1556,2892,77,399,2012,2082,29245,56879
16,TRIPURA,2022,4,1482,37524,74292,448,3103,35112,4519,41198,109815
17,MEGHALAYA,2022,4,421,16467,36803,506,37930,99130,3846,48254,117581
18,ASSAM,2022,4,13119,519675,989211,10675,215026,720917,27067,364675,1193264
19,WEST BENGAL,2022,4,46585,2058899,5657073,42285,955818,4304610,67164,1216525,4913618
20,JHARKHAND,2022,4,9903,579175,1470664,8095,234315,1780819,28147,494174,1874101
21,ODISHA,2022,4,16052,995326,2400874,6761,284827,3329120,34404,471516,2245504
22,CHHATTISGARH,2022,4,5996,275290,1034596,8279,177399,1959976,25408,440128,1770464
23,MADHYA PRADESH,2022,4,24914,878721,2014862,21682,481724,2708915,75809,1065638,3580354
24,GUJARAT,2022,4,155527,4383647,14491834,138747,5173598,14132083,138273,1826994,9904603
25,DAMAN AND DIU,2022,4,0,0,0,3,8,10,16,53,96
26,DADRA AND NAGAR HAVELI,2022,4,2879,118868,521139,3869,420871,1855458,5451,180840,1524513
27,MAHARASHTRA,2022,4,143974,7089250,18090006,115497,4195968,15244228,204610,3011480,14605945
29,KARNATAKA,2022,4,103887,4371812,8171711,52679,2023157,6908425,116008,1946455,7316116
30,GOA,2022,4,1875,100661,188819,1671,65518,515566,7831,118470,531196
31,LAKSHADWEEP,2022,4,1,1,12,3,3,36,56,510,886
32,KERALA,2022,4,44222,1756204,2559709,15729,184275,931983,57461,725396,2146858
33,TAMIL NADU,2022,4,95928,4982317,10282596,72568,2305090,8788848,116165,2024765,8665143
34,PUDUCHERRY,2022,4,1081,42339,154933,1901,112602,375328,5578,111564,353504
35,ANDAMAN AND NICOBAR,2022,4,38,2092,3510,84,358,5657,1053,11367,25984
36,TELANGANA,2022,4,44436,2241829,4068791,32638,745095,3283221,63628,1298119,4381513
37,ANDHRA PRADESH,2022,4,34979,1716411,3235296,21637,459583,7645680,71353,976365,3917952
38,LADAKH,2022,4,63,972,2820,40,216,892,1476,12785,35827
97,Other Territory,2022,4,6,40,980,36,2066,52823,248,9957,189660
